after_split_name	page_title_short	page_title_long	page_title_longer_max-80	name	name_ed	surname	tl2_abbreviation_ed	is_supplement	conflicting_abbrev	tl2_abbreviation_alt	dates	description
TL_2_Suppl_1_0189.md	Ardiss. (Suppl.)	Ardissone, Francesco (Suppl.)	Ardissone, Francesco [std. Ardiss.] (Suppl.)	*Ardissone, Francesco	Ardissone, Francesco	Ardissone	Ardiss.	(Suppl.)			1837-1910	Italian botanist, science teacher at the R. Scuola Technica di Acireale 1862, from 1863 id. at the Licea di Fano, from 1870 (or 1871)-1910 professor of botany at the Scuola superiore di Agricoltura di Milano as well as director of the Botanical Garden at Brera (Hortus braidensis). 
TL_2_Suppl_1_0190.md	Ardoino (Suppl.)	Ardoino, Honoré [Onorato] Jean Baptiste (Suppl.)	Ardoino, Honoré [Onorato] Jean Baptiste [std. Ardoino] (Suppl.)	*Ardoino, Honoré [Onorato] Jean Baptiste	Ardoino, Honoré [Onorato] Jean Baptiste	Ardoino	Ardoino	(Suppl.)			1819-1874	French-Italian botanist at Menton. 
TL_2_Suppl_1_0191.md	L. Ard.	Arduino, Luigi	Arduino, Luigi [std. L. Ard.]	Arduino, Luigi	Arduino, Luigi	Arduino	L. Ard.				1759-1834	Italian botanist at Padova, son of Pietro Arduino. 
TL_2_Suppl_1_0192.md	Ard. (Suppl.)	Arduino, Pietro (Suppl.)	Arduino, Pietro [std. Ard.] (Suppl.)	*Arduino, Pietro	Arduino, Pietro	Arduino	Ard.	(Suppl.)			1728-1805	Italian botanist and agriculturist, custos and ad interim (1757-1760) director of the Padova Botanical Garden, main occupation professor of agriculture (appointed 1763) and, from 1776 founder and director of the agrarian garden of Padova University. 
TL_2_Suppl_1_0193.md	Arechav. (Suppl.)	Arechavaleta y Balpardo, José (Suppl.)	Arechavaleta y Balpardo, José [std. Arechav.] (Suppl.)	*Arechavaleta y Balpardo, José	Arechavaleta y Balpardo, José	Arechavaleta y Balpardo	Arechav.	(Suppl.)			1838-1912	Spanish born botanist, emigrated to Uruguay in 1852, practicing pharmacist at Montevideo 1852-1873, from 1862 titular professor of pharmacy at the University of Montevideo, regular professor at the Faculty of Medicine I.c. 1873, founded an institute of experimental hygiene, assistant director of the Museo nacional of Montevideo from 1890, director of the Natural history museum 1911-1912. 
TL_2_Suppl_1_0194.md	Arena	Arena, Filippo	Arena, Filippo [std. Arena]	Arena, Filippo	Arena, Filippo	Arena	Arena				1708-1789	Italian (Sicily) jesuit, mathematician and botanist, teacher of mathematics at various Jesuit Colleges: at Viterbo, and as professor of mathematics at the Jesuit College in Malta, later at the Collegio imperial di Palermo, from 1773 in retirement in Rome. 
TL_2_Suppl_1_0195.md	G. Arendt	Arendt, Georg	Arendt, Georg [std. G. Arendt]	Arendt, Georg	Arendt, Georg	Arendt	G. Arendt				1888-?	German (Silesian) pharmacist and botanist, educated at the Gymnasium at Sagan (Schles.), studied at various Silesian pharmacies (e.g. 1909-1914 in Breslau), State examination pharmacy Breslau 1914, on active Service 1914-1918, practicing pharmac- ist 1918-1923, studied at the University of Berlin 1923-1926, Dr. phil 1926 with L. Diels. 
TL_2_Suppl_1_0196.md	Arendt (Suppl.)	Arendt, Johann Josef Franz (Suppl.)	Arendt, Johann Josef Franz [std. Arendt] (Suppl.)	*Arendt, Johann Josef Franz	Arendt, Johann Josef Franz	Arendt	Arendt	(Suppl.)			fl. 1828-1840	German (Hannoveranian) botanist at Osnabrück, member of the Regensburgische Botanische Gesellschaft (from 1837). 
TL_2_Suppl_1_0197.md	Arens	Arens, Federico Mathias	Arens, Federico Mathias [std. Arens]	Arens, Federico Mathias	Arens, Federico Mathias	Arens	Arens				1886-x	German (Prussian, born in Peru), educated at the Gymnasium in Bonn 1896-1906, studied at the University of Bonn 1906-1911, employed in the Dutch EastIndies sugar, rubber and oil palm industry until 1936, in charge of the Botanical Institute, Bonn 1936. 
TL_2_Suppl_1_0198.md	P. Arens	Arens, Pedro [Martin José]	Arens, Pedro [Martin José] [std. P. Arens]	Arens, Pedro [Martin José]	Arens, Pedro [Martin José]	Arens	P. Arens				1884-1954	German (Peru-born) botanist, returned to Germany 1896, studied at the Gymnasium and University of Bonn, Dr. phil. Bonn 1907, botanist at the rubber experiment Station at Bandung, Java, 1908-1910, botanist and assistant director of the rubber experiment Station at Malang (Java), director of the scientific branch of the Rubber Cultuurmaatschappij, Karang, Deli (Sumatra), from 1931 in retirement at Hilversum, Netherlands working on Malesian mosses. 
TL_2_Suppl_1_0199.md	F. Areschoug (Suppl.)	Areschoug, Fredric Wilhelm Christian (Suppl.)	Areschoug, Fredric Wilhelm Christian [std. F. Areschoug] (Suppl.)	*Areschoug, Fredric Wilhelm Christian	Areschoug, Fredric Wilhelm Christian	Areschoug	F. Areschoug	(Suppl.)			1830-1908	"Swedish botanist, studied at the University of Lund 1847, fil. kand. 1852, Dr. phil. 1853, lecturer at Lund 1854, ""adjunkt"" for botany ib. 1858-1879, ordinary professor of botany and director of the University Botanical Garden, Lund 1879-1896. "
TL_2_Suppl_1_0200.md	J. Areschoug (Suppl.)	Areschoug, Johan [John] Erhard (Suppl.)	Areschoug, Johan [John] Erhard [std. J. Areschoug] (Suppl.)	*Areschoug, Johan [John] Erhard	Areschoug, Johan [John] Erhard	Areschoug	J. Areschoug	(Suppl.)			1811-1887	"Swedish algologist, studied at Lund 1829, fil. kand. ib. 1835, fil. dr. 1838, lecturer (""docent"") in botany at Lund 1839, teacher natural sciences at the Göteborg Gymnasium 1841-1849, Borgström ""adjunkt"" for botany and agricultural economics at Uppsala University 1849, extraordinary professor of botany ib. 1858, Borgström professor id. 1859-1876, director of the Uppsala botanical garden 18631876, in retirementin Stockholm. "
TL_2_Suppl_1_0201.md	Edw. Armitage	Armitage, Rev. Edward	Armitage, Rev. Edward [std. Edw. Armitage]	Armitage, Rev. Edward	Armitage, Rev. Edward	Armitage	Edw. Armitage				1822-1906	British clergyman and amateur botanist, educated at University College York, B.A. 1845, at Magdalen College, Oxford 1845-1848, M.A. 1848, visited S. Africa (Natal) 1853, rector of Croscombe, Dorset 1858-1869; later active in the Western Mediterranean area (collected e.g. in Algeria in 1893). 
TL_2_Suppl_1_0202.md	El. Armitage	Armitage, Eleonora	Armitage, Eleonora [std. El. Armitage]	Armitage, Eleonora	Armitage, Eleonora	Armitage	El. Armitage				1865-1961	British bryologist, lived at her property at Bridstow north of Ross on Wye; travelled widely especially in the Canary Islands, Azores and Madeira, active member of the British Bryological Society and interested in Iris. 
TL_2_Suppl_1_0203.md	G. Arnaud (Suppl.)	Arnaud, Gabriel (Suppl.)	Arnaud, Gabriel [std. G. Arnaud] (Suppl.)	*Arnaud, Gabriel	Arnaud, Gabriel	Arnaud	G. Arnaud	(Suppl.)			1882-1957	French phytopathologist, Ing. agr., École natl. Agric. Montpellier 1902, assistant ib. 1902-1913, chef des travaux pratiques Station Pathologie végétale de Versailles 1913-1947 (1919 assistant director, 1923 director), Dr. Sci. Paris 1918, also professor of phytopathology École natl. Hort. Versailles 1937-1947. 
TL_2_Suppl_1_0204.md	J. Arnaud (Suppl.)	Arnaud, Jean André Michel (Suppl.)	Arnaud, Jean André Michel [std. J. Arnaud] (Suppl.)	*Arnaud, Jean André Michel	Arnaud, Jean André Michel	Arnaud	J. Arnaud	(Suppl.)			1760-1831	French physician and botanist, educated at the Collège du Bay; studied at the Faculté de Médecine, Montpellier, Dr. med. 1782, physician at Le Puy from 1782, later in charge of the hospital of Puy. 
TL_2_Suppl_1_0205.md	Arnell (Suppl.)	Arnell, Hampus Wilhelm (Suppl.)	Arnell, Hampus Wilhelm [std. Arnell] (Suppl.)	*Arnell, Hampus Wilhelm	Arnell, Hampus Wilhelm	Arnell	Arnell	(Suppl.)			1848-1932	"Swedish botanist and highschool teacher, educated at Härnösand highschool, final examination 1868, at the University of Uppsala 1868, fil. kand. 29 Mai 1872, disputation 18 Mai 1875, Dr. phil. 29 Mai 1875; docent for botany at Uppsala University 1875-1878, highschool teacher for chemistry and physics at Umeå highschool 1878-1879, id. as ""adjunkt"" at Härnösand 1879; lector natural history and chemistry Jönköping 1880, id. Gärle 1894, id. Uppsala 1901-1913, in retirement in Uppsala, travelled in Scandinavia and Siberia (1877). "
TL_2_Suppl_1_0206.md	Arnold (Suppl.)	Arnold, Ferdinand [Christian Gustav] (von Eichstätt) (Suppl.)	Arnold, Ferdinand [Christian Gustav] (von Eichstätt) [std. Arnold] (Suppl.)	"*Arnold, Ferdinand [Christian Gustav] (""von Eichstätt"")"	Arnold, Ferdinand [Christian Gustav] (von Eichstätt)	Arnold	Arnold	(Suppl.)			1828-1901	"German (Bavarian, Mittelfranken) lichenologist and bryologist, educated at the Gymnasium of Eichstätt and id. in München 1841-1846; studied law at the University of München 1846-1850 (1848-1849 in Heidelberg), Univ. exam. law 1850, State examination id., München 1853, also studying botany with Martius and Zuccarini, assistant judge in Eichstätt 1857, from 1864 judge, from 1877 id. at the München court of appeal ib. (""Oberlandesgerichtsrath""); in retirement from 1896, Dr. phil. h.c. München 1878. "
TL_2_Suppl_1_0207.md	F.H. Arnold	Arnold, Frederick Henry	Arnold, Frederick Henry [std. F.H. Arnold]	Arnold, Frederick Henry	Arnold, Frederick Henry	Arnold	F.H. Arnold				1831-1906	British clergyman and botanist, privately educated, B.A. Trinity College, Dublin 1859, M.A. and LLB 1864, LLD 1892, held various ecclesiastical appointments in Sussex, rector of Racton-cum-Lordington, living at Emsworth, active in archeology, history of his county and botany. 
TL_2_Suppl_1_0208.md	Arnoldi	Arnoldi, Wladimir Mitrofanowitsch	Arnoldi, Wladimir Mitrofanowitsch [std. Arnoldi]	Arnoldi, Wladimir Mitrofanowitsch	Arnoldi, Wladimir Mitrofanowitsch	Arnoldi	Arnoldi				1871-1924	Russian botanist (morphologist, algologist), educated at the first Moscow Gymnasium, studied at Moscow University 1889-1893, assistant ib. 1893-1901, from 1900-1901 also as unsalaried lecturer, at the Agricultural Institute of Novo-Alexandria 1901-1903, professor of botany and director of the Botanical Garden at the University of Charkow 1903-1919, to Java, Indonesia (10 Jan - 5 Jun 1909 at Buitenzorg/Bogor) 1908-1909, from 1909 also working on algae, founded the Biological Station in the Northern Donetz; working in the field in the Caucasus 1919-1921, at Moscow lecturing on hydrobiology at the university 1921-1924. 
TL_2_Suppl_1_0209.md	Arnott (Suppl.)	Arnott, George Arnott [sometimes Arnold] Walker (Suppl.)	Arnott, George Arnott [sometimes Arnold] Walker [std. Arnott] (Suppl.)	*Arnott, George Arnott [sometimes Arnold] Walker	Arnott, George Arnott [sometimes Arnold] Walker	Arnott	Arnott	(Suppl.)			1799-1868	Scottish botanist, educated at the Edinburgh High School 1807, studied at the University of Edinburgh 1813-1818 (languages, botany and mathematics), A.M. 1818, further law studies until 1821, admitted to the Faculty of Advocates 1821, inherited his father's property 1822, from then on mainly interested in botany, visited France 1821-1825, contacting the Paris botanists as well as Brébisson (Falaise), publishing widely between 1822 and 1868, regius professor of botany at Glasgow and director of the Glasgow Botanic Gardens 1845-1868. 
TL_2_Suppl_1_0210.md	Arrh. (Suppl.)	Arrhenius, Johan Peter [Pehr Petter] (Suppl.)	Arrhenius, Johan Peter [Pehr Petter] [std. Arrh.] (Suppl.)	*Arrhenius, Johan Peter [Pehr Petter]	Arrhenius, Johan Peter [Pehr Petter]	Arrhenius	Arrh.	(Suppl.)			1811-1889	"Swedish botanist and agriculturist, educated at Linköpings Gymnasium, at Uppsala University 1830, fil. kand. ib. 1839, fil. dr. (1) 1840, (2) 1842, lecturer in botany ib. 1840, ""adjunkt"" in agronomy 1846, director of Ultuna agricultural college 1848, titular professor 1850, secretary of the agricultural academy 1862-1881, travelled in Denmark, Germany 1845, 1846, 1848, briefly in France and England in 1854. "
TL_2_Suppl_1_0211.md	Arrondeau	Arrondeau, E.-Théodore	Arrondeau, E.-Théodore [std. Arrondeau]	Arrondeau, E.-Théodore	Arrondeau, E.-Théodore	Arrondeau	Arrondeau				x-1882	"French botanist and highschool teacher, sometime at the Lycée de Toulouse, later residing in Vannes (""Inspecteur d' Académie""). "
TL_2_Suppl_1_0212.md	Arsène (Suppl.)	Arsène, Frère Gustave [also as Gerfroy] (Brouard, A.G. Joseph) (Suppl.)	Arsène, Frère Gustave (Brouard, A.G. Joseph) [std. Arsène] (Suppl.)	"*Arsène, Frère Gustave [also as ""Gerfroy""] (secular name: Brouard, Arsène Gustave Joseph)"	Arsène, Frère Gustave [also as Gerfroy] (Brouard, A.G. Joseph)	Arsène	Arsène	(Suppl.)			1867-1938	French clergyman and botanist, collected plants in Haute-Vienne and Cantal, France in 1877 (sic), sent to Mexico 1906 at the schools of the Christian brothers at Puebla and Morelia, later (ca. 1926) teacher in the sacred Heart Training College, Las Vegas, New Mexico, U.S.A., travelling and collecting widely in New Mexico, Louisiana and Maryland. 
TL_2_Suppl_1_0213.md	L. Arsène	Arsène, Frère Louis, né Jean Marie Bizeul	Arsène, Frère Louis, né Jean Marie Bizeul [std. L. Arsène]	Arsène, Frère Louis, né Jean Marie Bizeul	Arsène, Frère Louis, né Jean Marie Bizeul	Arsène	L. Arsène				1875-1959	French clergyman and botanist, longtime in the service of the Institut des Frères de l' Instruction Chrétienne (FIC), collected extensively in Southern Quebec, Bretagne, Jersey Islands and Saint Pierre-et-Miquelon, teacher at FIC St. Pierre 1895-1903, La Prairie, Québec 1903-1908, Montreal 1908-1910, La Prairy as provincial of his order 1910-1921, Highlands, St. Jersey assistant general of his order from 1921. 
TL_2_Suppl_1_0214.md	Artari	Artari, Alexander Petrowitsch	Artari, Alexander Petrowitsch [std. Artari]	Artari, Alexander Petrowitsch	Artari, Alexander Petrowitsch	Artari	Artari				1858-1919	Russian botanist (algologist), studied at Basel, Dr. phil. ib. 1892, worked with W.E.P. Pfeffer in Leipzig 1899, mainly in Moscow. 
TL_2_Suppl_1_0215.md	Arth. (Suppl.)	Arthur, Joseph Charles (Suppl.)	Arthur, Joseph Charles [std. Arth.] (Suppl.)	*Arthur, Joseph Charles	Arthur, Joseph Charles	Arthur	Arth.	(Suppl.)			1850-1942	American mycologist, educated at Charles City, Iowa, studied at Iowa State College (with C.E. Bessey) 1869-1872, B.S. ib. 1872, instructor ib. 1876-1878, M.S. 1878, met E.W.D. Holway in this period, (the association was to last 48 years), studied briefly at Harvard and John Hopkins 1877-1879, instructor at the University of Wisconsin 1879-1881, at the University of Minnesota 1882, botanist at the New York Agricultural Experiment Station, Geneva, New York 1882-1887, Dr. Sci. Cornell 1886, professor of botany at Purdue University 1887, professor of vegetable physiology and botanist in the Purdue University Agricultural Experiment Station 1888-1915, professor emeritus from 1915, continuing his work on the Uredinales, LLD Iowa 1916, Dr. Sc. h.c. Purdue 1931. 
TL_2_Suppl_1_0216.md	Artis (Suppl.)	Artis, Edmund Tyrell (Suppl.)	Artis, Edmund Tyrell [std. Artis] (Suppl.)	*Artis, Edmund Tyrell	Artis, Edmund Tyrell	Artis	Artis	(Suppl.)			1789-1847	British palaeobotanist, archeologist and antiquarian, brought together an extensive collection of fossil plants, from 1825 living at Castor, Northamptonshire, studying and excavating Roman remains. 
TL_2_Suppl_1_0217.md	Artzt	Artzt, Franz Friedrich Anton	Artzt, Franz Friedrich Anton [std. Artzt]	Artzt, Franz Friedrich Anton	Artzt, Franz Friedrich Anton	Artzt	Artzt				1844-1922	German (Sachsen) botanist and engineer (Königlicher sächsischer Vermessungsingenieur, Plauen i.V.). 
TL_2_Suppl_1_0218.md	Arv.-Touv. (Suppl.)	Arvet-Touvet, [Jean Maurice] Casimir (Suppl.)	Arvet-Touvet, [Jean Maurice] Casimir [std. Arv.-Touv.] (Suppl.)	*Arvet-Touvet, [Jean Maurice] Casimir	Arvet-Touvet, [Jean Maurice] Casimir	Arvet-Touvet	Arv.-Touv.	(Suppl.)			1841-1913	French winegrower and hieraciologist at Gières-Uriage, near Grenoble 
TL_2_Suppl_1_0219.md	Arwidss.	Arwidsson, Thorsten	Arwidsson, Thorsten [std. Arwidss.]	Arwidsson, Thorsten	Arwidsson, Thorsten	Arwidsson	Arwidss.				1904-1948	Swedish botanist. 
TL_2_Suppl_1_0220.md	Asah. (Suppl.)	Asahina, Yasuhiko (Suppl.)	Asahina, Yasuhiko [std. Asah.] (Suppl.)	*Asahina, Yasuhiko	Asahina, Yasuhiko	Asahina	Asah.	(Suppl.)			1881-1975	Japanese lichenologist, studied chemistry and pharmacy at the University of Tokyo, ca. 1907 assistant at the University for Pharmacognosy Tokyo, studied at the Technical University of Zürich 1909-1912, and one semester with Emil Fischer in Berlin, professor at the University of Tokyo 1912-1941, specialized in lichen-chemistry, in retirement sometime director of reseach at the Institute of natural Resources and the Iatrochemical Research Institute at Tokyo (Tsumara laboratory). 
TL_2_Suppl_1_0221.md	F. Ascherson (Suppl.)	Ascherson, Ferdinand Moritz (Suppl.)	Ascherson, Ferdinand Moritz [std. F. Ascherson] (Suppl.)	*Ascherson, Ferdinand Moritz	Ascherson, Ferdinand Moritz	Ascherson	F. Ascherson	(Suppl.)	F. Aschers.		1798-1879	German physician and mycologist, father of P.F.A. Ascherson, born in Fürth nr. Nürnberg (Middle Franconia), assisted his father in his jewelry shop; studied medicine in Berlin 1824-1828, practising physician ib. 1829-1879, next to his practice actively carrying on botanical-physiological studies. 
TL_2_Suppl_1_0222.md	Aschers. (Suppl.)	Ascherson, Paul [Friedrich August] (Suppl.)	Ascherson, Paul [Friedrich August] [std. Aschers.] (Suppl.)	*Ascherson, Paul [Friedrich August]	Ascherson, Paul [Friedrich August]	Ascherson	Aschers.	(Suppl.)			1834-1913	"German (Berlin) botanist, educated at the Marggraff Knabenschule and the Friedrich-Werder Gymnasium, Berlin, at the University of Berlin 1850 studying medicine, from 1852 botany with Alexander Braun, Dr. phil. ib. 1855, state medical examination 1856, practicing medicine 1856-1857, from 1857 dedicating himself only to botany, one of the founders (with Alexander Braun) of the ""Botanischer Verein der Mark Brandenburg"" 1859, worked on the flora of the Mark Brandenburg 1859-1864, travelled and collected widely in Central and South Europe as well as in North Africa, assistant at the Berlin Botanical Garden 1860-1876, from 1865 also first assistant of the herbarium, curator from 1871-1884, Dr. phil. Rostock 1863, ""Habilitation"" University of Berlin 1863, extraordinary professor of botany University of Berlin 1873, ""Geheimer Regierungsrath"" 1904, honorary full professor 1908. "
