irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
124708	Hartley Botanical Laboratories	LIVU				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Liverpool', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Liverpool', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 53.41058, 'lon': -2.97794}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	40 000 British phanerogams and worldwide algae of LIVU on permanent loan to LIV since 1974; remaining 90 000 specimens transferred to LIV from 1981 to 1988.	2017-09-12
125683	Pharmaceutical Society of Great Britain	PHA				0	Inactive				{'physicalStreet': '', 'physicalCity': 'London', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'S.E. 1', 'postalCity': 'London', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 51.510937, 'lon': -0.0951}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	PHA transferred to CMM and K.	2017-09-12
125746	Queen Mary College	QMC	School of Biological Sciences			0	Inactive				{'physicalStreet': '', 'physicalCity': 'London', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'London', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 51.515152, 'lon': -0.089623}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	QMC (10 900 specimens) transferred to NMW.	2017-09-12
126711	University of London, King's College	KCS		Botany Department		0	Inactive				{'physicalStreet': '', 'physicalCity': 'London', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'Strand, W.C. 2', 'postalCity': 'London', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 51.616421, 'lon': -0.079513}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	KCS no longer exists.	2017-09-12
125303	Mount Makulu Pasture Research Station	MPR				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Lusaka', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Zambia', 'postalStreet': '', 'postalCity': 'Lusaka', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Zambia'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': -15.179045, 'lon': 28.184845}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MPR same as MRSC. Use MRSC.	2017-09-12
125374	Museum Dzieduszyckich	LWD				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Lviv', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Ukraine', 'postalStreet': 'Rutowskeiga 18', 'postalCity': 'Lviv', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Ukraine'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 49.830566, 'lon': 24.012606}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	LWD incorporated in LWS.	2017-09-12
124538	Forest Products Laboratory	MAD	Center for Wood Anatomy Research			0	Inactive				{'physicalStreet': '', 'physicalCity': 'Madison', 'physicalState': 'Wisconsin', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': 'One Gifford Pinchot Drive', 'postalCity': 'Madison', 'postalState': 'Wisconsin', 'postalZipCode': '53705-2398', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 35.11377, 'lon': -89.962341}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MAD (30 000 specimens) transferred to WIS in 2002.	2017-09-12
125210	Manchester Literary and Philosophical Society	MCR				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Manchester', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'George Street', 'postalCity': 'Manchester, Greater Manchester', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 51.521992, 'lon': -0.5579}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MCR destroyed during World War II.	2017-09-12
125881	Secçáo de Botânica e Ecologia	LM	Direcçáo de Agricultura e Florestas			0	Inactive				{'physicalStreet': '', 'physicalCity': 'Maputo', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Mozambique', 'postalStreet': '', 'postalCity': 'Maputo', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Mozambique'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': -22.245384, 'lon': 35.309818}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	LM transferred to LMA.	2017-09-12
124230	Centro de Investigação Científica Algodoeira	LMJ	Cotton Research Centre	Botanical Department		0	Inactive				{'physicalStreet': '', 'physicalCity': 'Maputo', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Mozambique', 'postalStreet': '', 'postalCity': 'Maputo', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Mozambique'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': -22.245384, 'lon': 35.309818}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	LMJ transferred to LMA.	2017-09-12
125221	Marlborough College	MBH	Natural History Society			0	Inactive				{'physicalStreet': '', 'physicalCity': 'Marlborough', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Marlborough, Wiltshire', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 51.42062, 'lon': -1.72751}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MBH same as MACO. Use MACO.	2017-09-12
124234	Centro Nacional de Tecnologia Agropecuaria	TECLA	Gerencia de Investigación	Bank of Germplasm		267	Active	1988			{'physicalStreet': 'km 33 1/2 carretera panamericana', 'physicalCity': 'Ciudad Arce', 'physicalState': 'La Libertad', 'physicalZipCode': '5002', 'physicalCountry': 'El Salvador', 'postalStreet': 'km 33 1/2 carretera panamericana', 'postalCity': 'Ciudad Arce', 'postalState': 'La Libertad', 'postalZipCode': '5002', 'postalCountry': 'El Salvador'}	{'phone': '(503) 2497 7206', 'email': 'pablo.olmedo@centa.gob.sv', 'webUrl': ''}	{'lat': 13.802986, 'lon': -89.3965}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 19, 'numPteridosDatabased': 19, 'numPteridosImaged': 0, 'numSeedPl': 248, 'numSeedPlDatabased': 248, 'numSeedPlImaged': 0}	['Before: TECLA']	['B. Vicente', 'M. Castaneda', 'M. Mancía', 'N. Guerra', 'P. Galán']	Recently, we are reactiving the herbarium.	2023-06-26
125335	Museo de Historia Natural de la Ciudad de México	MEX				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Mexico City', 'physicalState': 'Distrito Federal', 'physicalZipCode': '', 'physicalCountry': 'Mexico', 'postalStreet': '', 'postalCity': 'Mexico City', 'postalState': 'Distrito Federal', 'postalZipCode': '', 'postalCountry': 'Mexico'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 19.395428, 'lon': -99.147476}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MEX no longer exists.	2017-09-12
126996	Wesleyan University	WECO		Biology Department		0	Inactive				{'physicalStreet': '', 'physicalCity': 'Middletown', 'physicalState': 'Connecticut', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Middletown', 'postalState': 'Connecticut', 'postalZipCode': '06457', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 41.558058, 'lon': -72.656815}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	WECO (10 700 specimens) transferred to NY in 1982.	2017-09-12
126053	Station Internationale de Géobotanique Méditerranéenne et Alpine	SIGMA				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Montpellier', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'France', 'postalStreet': '', 'postalCity': 'Montpellier', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'France'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 43.611496, 'lon': 3.861956}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	SIGMA (60 000 specimens) transferred to MPU, where kept as Herbier autonome Braun-Blanquet.	2017-09-12
124995	Jardin botanique de Montréal	MTJB				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Montréal', 'physicalState': 'Québec', 'physicalZipCode': '', 'physicalCountry': 'Canada', 'postalStreet': '4101, rue Sherbrooke est', 'postalCity': 'Montréal', 'postalState': 'Québec', 'postalZipCode': 'H1X 2B2', 'postalCountry': 'Canada'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 45.558294, 'lon': -73.558103}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	MTJB (50 000 specimens) transferred to MT in 1982.	2017-09-12
124427	Douglass College, Rutgers University	RUT		Biological Sciences Department		0	Inactive				{'physicalStreet': '', 'physicalCity': 'New Brunswick', 'physicalState': 'New Jersey', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'New Brunswick', 'postalState': 'New Jersey', 'postalZipCode': '08903', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	RUT (10 000 specimens) incorporated in CHRB in 1977.	2017-09-12
127073	Yale University	Y	School of Forestry	Samuel Jones Record Memorial Collection		0	Inactive				{'physicalStreet': '', 'physicalCity': 'New Haven', 'physicalState': 'Connecticut', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'New Haven', 'postalState': 'Connecticut', 'postalZipCode': '06511-7444', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 41.306648, 'lon': -72.913376}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Y (17 000 specimens) transferred to MAD in 1969 and transferred to WIS in 2002.	2017-09-12
126647	University of Delaware	DELS	Society of Natural History of Delaware	Plant Science Department		0	Inactive				{'physicalStreet': '', 'physicalCity': 'Newark', 'physicalState': 'Delaware', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Newark', 'postalState': 'Delaware', 'postalZipCode': '19711', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 39.684151, 'lon': -75.740074}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	DELS (50 000 specimens) transferred to DOV in 1980.	2017-09-12
125536	Njala University College	NJ				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Njala', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Sierra Leone', 'postalStreet': '', 'postalCity': 'Njala', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Sierra Leone'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 7.981442, 'lon': -11.388732}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	NJ transferred to SL.	2017-09-12
125698	Plymouth Institution and Athenaeum	PLY				0	Inactive				"{'physicalStreet': '', 'physicalCity': 'Plymouth', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': ""Derry's Cross"", 'postalCity': 'Plymouth, Devon', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}"	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 50.830048, 'lon': -3.49096}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	PLY no longer exists.	2017-09-12
125833	Rugby School Natural History Society Museum	RGY				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Rugby', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Rugby, Warwickshire', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 52.366669, 'lon': -1.25}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	RGY transferred to WARMS in 1971.	2017-09-12
125875	School of Art	RYD	Isle of Wight Philosophical and Scientific Society			0	Inactive				{'physicalStreet': '', 'physicalCity': 'Ryde', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Ryde, Isle of Wight', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 50.716671, 'lon': -1.16667}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	RYD no longer exists.	2017-09-12
125360	Museum and Art Gallery of La Société Jersiaise	JSY				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Saint Helier', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Jersey', 'postalStreet': '9 Pier Road', 'postalCity': 'Saint Helier', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Jersey'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 49.183331, 'lon': -2.1}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	JSY no longer exists.	2017-09-12
125121	La Société Guernesiaise, Priaulx Library	STP				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Saint Peter Port', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Guernsey', 'postalStreet': 'Candie Road', 'postalCity': 'Saint Peter Port', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Guernsey'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 49.459808, 'lon': -2.53527}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]		2017-09-12
125652	Palynological Laboratory	SPL				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Stockholm', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Sweden', 'postalStreet': '', 'postalCity': 'Stockholm', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Sweden'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 59.331654, 'lon': 17.860069}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	SPL incorporated in S.	2017-09-12
126100	Swedish Museum of Natural History	SPA	Section for Palaeobotany			0	Inactive				{'physicalStreet': '', 'physicalCity': 'Stockholm', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Sweden', 'postalStreet': '', 'postalCity': 'Stockholm', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Sweden'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 59.331654, 'lon': 17.860069}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	SPA incorporated in S.	2017-09-12
